Id,Name,Country,Employees,Ownership,Revenue,Industry
17297,"Mcmillan, Scott and Moody",Thailand,9445,Public,80924553,Oil & Gas
17298,Gray PLC,Thailand,127,Private,375152,Oil & Gas
17299,Jones-Clark,Thailand,,Private,351038,Information Technology
17300,Morris-Wood,Singapore,7191,Public,,Information Technology
17301,"Meyer, Martinez and Villa",Malaysia,,Public,749419,Healthcare
17302,Hill and Sons,Thailand,,Public,641668,Oil & Gas
17303,Frazier and Sons,Thailand,371,Private,934592,Education
17304,"Jones, White and Gutierrez",Thailand,752,Public,,Oil & Gas
17305,"Reed, Frazier and James",Malaysia,386,Private,410002,Construction
17306,Dixon and Sons,Singapore,164,Public,,Financials
17307,Glover and Sons,Singapore,3437,Private,,Construction
17308,Cochran-Taylor,Malaysia,,Private,784553,Information Technology
17309,Hernandez LLC,Singapore,,Private,344231,Oil & Gas
17310,Shah-Schneider,Hongkong,,Private,821078,Healthcare
17311,"Ryan, Stewart and Silva",Thailand,1241,Private,,Construction
17312,Roman Group,Hongkong,8971,Public,64129463,Construction
17313,"Morris, Rodriguez and Henderson",Hongkong,478,Private,553798,Financials
17314,Clements PLC,Thailand,300,Private,507207,Healthcare
17315,Ortiz-Chambers,Malaysia,493,Private,868215,Healthcare
17316,"Edwards, Smith and Atkins",Singapore,372,Private,465879,Healthcare
17317,"Curtis, Schaefer and Davis",Malaysia,5668,Public,76337052,Oil & Gas
17318,Murray Group,Malaysia,2021,Public,98152456,Healthcare
17319,Alexander-Robbins,Hongkong,396,Private,377452,Construction
17320,"Chavez, Lyons and Henderson",Thailand,424,Private,370409,Education
17321,Curtis PLC,Malaysia,475,Private,669316,Oil & Gas
17322,"Love, Smith and Atkins",Hongkong,,Public,787776,Information Technology
17323,Kelley Ltd,Hongkong,7147,Private,,Financials
17324,Miller Group,Thailand,2181,Private,,Construction
17325,"Flores, Monroe and Schroeder",Hongkong,8240,Public,42099140,Construction
17326,"Murray, Hobbs and Smith",Malaysia,7850,Public,,Education
17327,"Thomas, Floyd and Perry",Singapore,1563,Public,45753728,Healthcare
17328,Velez-Horton,Hongkong,9356,Public,,Healthcare
17329,Stout-Martin,Hongkong,4428,Public,,Oil & Gas
17330,Bradley-Garza,Singapore,294,Private,709541,Financials
17331,Weeks and Sons,Malaysia,248,Private,336429,Financials
17332,Johnson Inc,Malaysia,4485,Public,,Information Technology
17333,"Lopez, Elliott and Jones",Thailand,,Public,525189,Oil & Gas
17334,"Jones, Lewis and Dean",Thailand,3433,Public,86936023,Information Technology
17335,Hines-Dunn,Singapore,,Private,936749,Education
17336,Scott PLC,Malaysia,3135,Public,,Education
17337,"Webster, Yates and Bowman",Thailand,1625,Public,,Information Technology
17338,"Todd, Collins and Sandoval",Thailand,6807,Public,71609895,Financials
17339,Hanna Group,Hongkong,5077,Private,,Information Technology
17340,"Dennis, Webb and Summers",Malaysia,6230,Public,47561160,Oil & Gas
17341,Lee-Foster,Thailand,4875,Public,,Construction
17342,Johnson-Arnold,Singapore,285,Private,606695,Financials
17343,"Roberts, Montgomery and Martinez",Singapore,201,Private,905908,Education
17344,Miller-Crane,Malaysia,254,Private,905840,Financials
17345,Johnson and Sons,Singapore,,Public,245179,Healthcare
17346,Collins-Wilson,Thailand,126,Private,244998,Oil & Gas
17347,Griffith-Jackson,Singapore,,Private,224527,Education
17348,Schultz-Barnes,Thailand,4236,Public,,Healthcare
17349,"Wagner, Burke and Love",Hongkong,311,Public,,Financials
17350,Jackson Inc,Malaysia,9705,Public,,Financials
17351,"Sanford, Lopez and Sharp",Malaysia,,Private,742816,Financials
17352,"Taylor, Medina and Singh",Malaysia,352,Private,897577,Financials
17353,Hobbs-Mccormick,Malaysia,,Private,791394,Healthcare
17354,Sanchez LLC,Thailand,3862,Public,61116965,Information Technology
17355,"Manning, Oliver and Jensen",Hongkong,486,Private,411391,Information Technology
17356,"Morris, Duke and Carter",Malaysia,7550,Public,15669670,Healthcare
17357,"Pratt, Solis and Clark",Thailand,456,Private,372750,Healthcare
17358,Torres Ltd,Malaysia,9976,Public,55427650,Financials
17359,"Atkins, Li and Warner",Singapore,6663,Public,,Financials
17360,Reyes-Johnson,Hongkong,6102,Public,44424424,Information Technology
17361,Moore Group,Hongkong,410,Private,151675,Oil & Gas
17362,Mccarty-Warren,Singapore,6902,Private,,Oil & Gas
17363,Baker-Garcia,Thailand,264,Private,490341,Healthcare
17364,Smith Group,Singapore,,Private,711124,Healthcare
17365,Thomas PLC,Malaysia,,Private,357098,Construction
17366,"Swanson, Burton and Combs",Malaysia,432,Private,939877,Construction
17367,Anderson Inc,Thailand,5888,Public,84612792,Information Technology
17368,Cook Group,Hongkong,,Public,598493,Education
17369,Meyer-Ellis,Thailand,8960,Private,,Financials
17370,Lewis and Sons,Malaysia,232,Private,276718,Healthcare
17371,Ryan LLC,Singapore,8783,Public,32691019,Oil & Gas
17372,Arnold and Sons,Thailand,359,Private,440797,Education
17373,Christian-Sullivan,Malaysia,3921,Public,35966338,Oil & Gas
17374,May Ltd,Malaysia,6162,Public,45850146,Oil & Gas
17375,Nelson PLC,Malaysia,6179,Public,96150118,Education
17376,Kemp-Ball,Singapore,78,Private,921371,Financials
17377,White-Patrick,Thailand,4758,Public,,Construction
17378,Smith Inc,Hongkong,7301,Public,16394468,Healthcare
17379,Burton Ltd,Singapore,358,Private,182822,Financials
17380,Howell Inc,Malaysia,172,Private,237543,Oil & Gas
17381,"Cooper, Guerra and Barnett",Malaysia,3451,Public,39544618,Oil & Gas
17382,Scott and Sons,Hongkong,,Public,495228,Healthcare
17383,Martinez-Weaver,Hongkong,7941,Public,,Oil & Gas
17384,"Barker, Leblanc and Harris",Hongkong,,Public,775870,Information Technology
17385,Garcia Ltd,Malaysia,464,Private,623701,Financials
17386,Casey-Pope,Thailand,74,Private,347871,Oil & Gas
17387,Conway-Adams,Malaysia,,Public,731099,Construction
17388,Rodriguez and Sons,Malaysia,,Private,949858,Oil & Gas
17389,"Castillo, Maynard and Huang",Singapore,230,Private,719075,Financials
17390,Adams-Daniel,Hongkong,7760,Private,,Construction
17391,Snyder Group,Hongkong,2966,Public,,Oil & Gas
17392,"Jones, Dean and Glenn",Thailand,416,Private,584480,Financials
17393,Smith Group,Thailand,446,Private,212165,Construction
17394,Ray-Miller,Singapore,4070,Public,,Education
17395,Singh PLC,Hongkong,321,Private,826021,Education
17396,Williams-Burns,Singapore,,Private,296974,Information Technology
17397,Nguyen Ltd,Malaysia,1414,Public,13049246,Construction
17398,Ramirez-Dawson,Malaysia,405,Private,418697,Oil & Gas
17399,Martinez-Johnson,Singapore,,Public,460402,Education
17400,Weiss Inc,Singapore,258,Private,951047,Education
17401,"Wilkerson, Allen and Roman",Thailand,165,Private,708459,Financials
17402,Villanueva Ltd,Thailand,1969,Public,55785891,Education
17403,Blankenship LLC,Singapore,224,Private,362734,Financials
17404,Johnson Group,Malaysia,1075,Public,,Construction
17405,Jacobs-Johnson,Thailand,3014,Public,41463152,Oil & Gas
17406,"Scott, Fitzgerald and Smith",Singapore,9548,Public,63553864,Construction
17407,Hodges Group,Thailand,4633,Public,47066301,Healthcare
17408,Ward PLC,Malaysia,1135,Private,,Financials
17409,Brown-West,Malaysia,196,Private,100409,Construction
17410,Wilson PLC,Singapore,143,Private,991168,Healthcare
17411,Young Ltd,Malaysia,7827,Public,75802370,Financials
17412,Brennan Inc,Thailand,,Private,959724,Oil & Gas
17413,Simon Group,Thailand,416,Private,552767,Healthcare
17414,"Forbes, Maynard and Patterson",Hongkong,356,Private,102819,Oil & Gas
17415,Brown-Shepard,Hongkong,7142,Private,,Construction
17416,Chan-Harrington,Hongkong,2629,Private,,Information Technology
17417,"Baker, Campos and Ortiz",Hongkong,298,Private,804724,Financials
17418,"Pollard, Wilson and Morgan",Thailand,,Private,438562,Information Technology
17419,"Duffy, Stewart and Douglas",Singapore,1108,Public,64486948,Healthcare
17420,Lawrence-Juarez,Malaysia,2090,Public,84759426,Financials
17421,Chapman-Morse,Thailand,3660,Private,,Healthcare
17422,"Rodriguez, Riley and Scott",Thailand,186,Private,563443,Healthcare
17423,Hicks-Lewis,Hongkong,9240,Public,95828414,Financials
17424,"Hill, Espinoza and Vasquez",Singapore,1576,Private,,Oil & Gas
17425,Bryan Ltd,Hongkong,191,Private,980570,Oil & Gas
17426,Newton-Chapman,Singapore,1156,Private,,Construction
17427,Waters-Valenzuela,Malaysia,2064,Public,87646931,Education
17428,Malone Ltd,Malaysia,,Private,279368,Information Technology
17429,Delgado LLC,Malaysia,61,Private,507657,Financials
17430,Harris-Santana,Hongkong,295,Private,729564,Financials
17431,"Russell, Mathews and Avila",Malaysia,1727,Public,26422073,Healthcare
17432,"Davis, Parks and Harper",Malaysia,415,Private,435166,Financials
17433,"Anderson, Castillo and Rowland",Singapore,5439,Public,,Financials
17434,"Lee, Rose and Stewart",Thailand,,Private,941764,Oil & Gas
17435,"Richardson, Browning and Hardy",Thailand,471,Private,410000,Construction
17436,Torres PLC,Malaysia,5531,Public,55721269,Healthcare
17437,"Richardson, David and Morgan",Hongkong,9154,Public,56561183,Construction
17438,Perry-Williams,Singapore,1905,Public,,Financials
17439,Sellers-Thompson,Hongkong,,Private,889876,Financials
17440,Hopkins-Steele,Singapore,,Public,226301,Education
17441,Williams-Davis,Singapore,496,Private,709981,Information Technology
17442,"Nelson, Nguyen and Richards",Singapore,307,Private,294322,Construction
17443,"Rivera, Burns and Phillips",Singapore,,Public,795373,Education
17444,"Arnold, Chen and Wilson",Thailand,,Public,921405,Financials
17445,"George, Smith and Delgado",Malaysia,2893,Public,44676726,Education
17446,Williams-Mooney,Hongkong,4588,Public,49494509,Information Technology
17447,Webb-Barber,Thailand,,Public,402461,Financials
17448,Perez-Stein,Singapore,3103,Public,40570014,Oil & Gas
17449,Stewart-Lee,Singapore,9113,Private,,Financials
17450,"Jackson, Patton and Branch",Thailand,,Public,922405,Financials
17451,Williams-Alexander,Thailand,2513,Private,,Construction
17452,"Porter, Walls and Gill",Malaysia,,Public,383422,Information Technology
17453,Trujillo and Sons,Thailand,4652,Public,43962869,Financials
17454,Terry-Silva,Singapore,4647,Public,,Healthcare
17455,Shaw and Sons,Thailand,4304,Public,21501440,Education
17456,Cruz LLC,Malaysia,,Private,468609,Financials
17457,"Morgan, Davis and Jones",Malaysia,9026,Public,67329045,Oil & Gas
17458,Hamilton PLC,Hongkong,246,Private,570366,Education
17459,Cannon Group,Thailand,2301,Public,72772463,Oil & Gas
17460,"Fisher, Lin and Lara",Singapore,76,Private,438609,Healthcare
17461,Snow Inc,Hongkong,,Public,409686,Oil & Gas
17462,"Johnson, Gregory and Fuentes",Thailand,8723,Public,86061881,Oil & Gas
17463,Cook-Patterson,Thailand,2997,Public,68231140,Healthcare
17464,Wright Ltd,Thailand,5814,Public,,Information Technology
17465,Richardson-Doyle,Singapore,5615,Private,,Information Technology
17466,Maldonado-Boyd,Singapore,,Public,873318,Information Technology
17467,Johnson PLC,Thailand,94,Private,921924,Information Technology
17468,Welch and Sons,Hongkong,3986,Private,,Healthcare
17469,Cook PLC,Singapore,2211,Public,,Financials
17470,"Choi, Adams and Thomas",Thailand,7084,Public,,Financials
17471,Giles PLC,Malaysia,,Public,624189,Construction
17472,Robinson-Green,Singapore,1911,Public,63301281,Information Technology
17473,Lester-Gonzalez,Singapore,1177,Public,92662938,Construction
17474,Klein LLC,Malaysia,380,Private,621692,Construction
17475,"Young, Jefferson and Wall",Singapore,9206,Public,94908893,Construction
17476,Matthews-Cross,Malaysia,1631,Public,,Information Technology
17477,"Young, Cooper and Hoover",Hongkong,1241,Public,,Financials
17478,Nelson-Nichols,Singapore,,Private,546152,Oil & Gas
17479,Bush-Byrd,Malaysia,156,Private,105560,Financials
17480,Williams-Cohen,Malaysia,434,Private,898257,Healthcare
17481,Johnson Inc,Hongkong,7681,Public,,Healthcare
17482,Colon Ltd,Hongkong,3989,Private,,Financials
17483,Johnston-Whitehead,Hongkong,8081,Public,74255213,Education
17484,"Adams, Walker and Pittman",Singapore,319,Private,384455,Financials
17485,Wong PLC,Thailand,8613,Public,,Oil & Gas
17486,"Newman, Campbell and Williams",Hongkong,,Private,160776,Financials
17487,"Moore, Davis and Wagner",Hongkong,6028,Public,77452920,Construction
17488,Stewart Inc,Thailand,6833,Public,11120809,Education
17489,Robinson Ltd,Singapore,1349,Public,15806272,Oil & Gas
17490,Cox and Sons,Malaysia,135,Private,881663,Financials
17491,Rivas-Hughes,Thailand,4888,Public,,Financials
17492,Hardin and Sons,Malaysia,96,Private,197049,Construction
17493,Smith-Anderson,Malaysia,8135,Private,,Information Technology
17494,Benson and Sons,Thailand,3578,Public,49496394,Education
17495,"Fernandez, Jackson and Harris",Thailand,,Private,567412,Education
17496,"Simmons, Mccann and Young",Thailand,210,Private,135407,Construction
17497,Torres PLC,Singapore,6312,Public,72433298,Information Technology
17498,Stokes Group,Hongkong,391,Private,784128,Oil & Gas
17499,"Contreras, Hopkins and Branch",Thailand,4215,Public,19905219,Oil & Gas
17500,Sosa-Brown,Hongkong,73,Private,213969,Education
17501,"Wilkinson, Reyes and Walters",Malaysia,4458,Public,14479123,Financials
17502,Blevins PLC,Malaysia,219,Private,946213,Education
17503,Campbell LLC,Hongkong,,Public,353872,Oil & Gas
17504,Rivera-Sims,Thailand,5991,Private,,Education
17505,Ramirez PLC,Malaysia,4580,Public,,Education
17506,Simmons PLC,Thailand,8936,Public,73665252,Oil & Gas
17507,Hobbs PLC,Singapore,8166,Public,,Education
17508,Cooper-Garcia,Hongkong,2380,Public,,Information Technology
17509,Serrano PLC,Singapore,6531,Public,72542507,Construction
17510,Thomas-Crawford,Hongkong,8317,Public,18366984,Healthcare
17511,Robinson-Holloway,Singapore,,Private,315679,Healthcare
17512,Gilbert-Montes,Thailand,4924,Public,44564823,Education
17513,Mora-Cook,Singapore,,Private,188544,Education
17514,Ramirez PLC,Hongkong,89,Private,642576,Healthcare
17515,Flynn PLC,Thailand,7443,Private,,Oil & Gas
17516,Hickman Ltd,Singapore,,Private,716969,Oil & Gas
17517,Williams-Hernandez,Hongkong,,Private,229456,Information Technology
17518,Jacobson-Mason,Thailand,332,Private,765019,Construction
17519,Silva LLC,Thailand,222,Private,844477,Oil & Gas
17520,"Wong, Baldwin and Callahan",Malaysia,290,Private,535064,Healthcare
17521,"Powell, Savage and Arellano",Singapore,6484,Public,72319752,Healthcare
17522,"Russell, Brown and Rodriguez",Hongkong,411,Private,311168,Oil & Gas
17523,Dickson-Young,Thailand,1482,Public,13410347,Healthcare
17524,Steele-Jones,Hongkong,9902,Public,76657396,Information Technology
17525,Reese and Sons,Thailand,4970,Public,90774564,Oil & Gas
17526,Young Group,Malaysia,4739,Private,,Construction
17527,Kelly Group,Singapore,135,Private,386633,Oil & Gas
17528,Henderson LLC,Singapore,7728,Private,,Information Technology
17529,"Evans, Cohen and Fitzgerald",Malaysia,375,Private,984908,Financials
17530,Holloway-Freeman,Hongkong,6796,Private,,Information Technology
17531,"Silva, Brewer and Collins",Malaysia,2811,Public,63070440,Information Technology
17532,Nolan Group,Malaysia,7477,Public,65205122,Information Technology
17533,Wilson-Townsend,Thailand,6435,Public,62502538,Financials
17534,Smith-Knight,Malaysia,,Public,748056,Oil & Gas
17535,Kelly-Holland,Malaysia,9063,Public,14694823,Financials
17536,"King, Vance and Lewis",Malaysia,187,Private,225535,Construction
17537,"Caldwell, Phelps and Smith",Thailand,6749,Public,57685650,Healthcare
17538,"Kim, Torres and Porter",Singapore,6333,Public,13966045,Healthcare
17539,Johnson-Lambert,Singapore,,Private,109179,Information Technology
17540,Pierce Group,Hongkong,360,Private,218771,Education
17541,Williams Ltd,Singapore,,Public,277673,Oil & Gas
17542,Torres-Cunningham,Thailand,491,Private,234245,Construction
17543,"Smith, Cisneros and Erickson",Malaysia,9977,Private,,Financials
17544,Miller PLC,Singapore,481,Private,920680,Oil & Gas
17545,"Young, Garcia and Bell",Thailand,,Public,367359,Financials
17546,"Evans, Osborn and Jones",Thailand,,Private,262568,Information Technology
17547,"Hernandez, Schmitt and Prince",Singapore,5404,Public,32015486,Construction
17548,Dalton-Buckley,Malaysia,,Public,481825,Financials
17549,Nelson-Bryant,Malaysia,,Public,240342,Financials
17550,Austin-Garcia,Hongkong,3027,Public,73926096,Information Technology
17551,Beltran-Moore,Singapore,,Public,664974,Education
17552,Robinson LLC,Singapore,9611,Public,10997882,Healthcare
17553,"Everett, Vargas and Orr",Singapore,8357,Public,42310156,Education
17554,Adkins Inc,Thailand,,Private,987266,Education
17555,"Jenkins, Gilmore and Ramirez",Thailand,3597,Public,62121653,Oil & Gas
17556,Davis LLC,Malaysia,2338,Public,92344861,Healthcare
17557,"Thomas, Spears and Greer",Singapore,2267,Private,,Construction
17558,Cole PLC,Singapore,,Public,635889,Oil & Gas
17559,"Mathews, Ramirez and Ray",Singapore,9442,Private,,Healthcare
17560,Davis-Patterson,Singapore,5802,Public,94935522,Construction
17561,Lara-Perez,Thailand,,Public,503036,Construction
17562,Ferguson LLC,Malaysia,241,Private,394636,Financials
17563,Mullen-Hebert,Hongkong,,Private,594506,Financials
17564,Johnson-Smith,Malaysia,443,Private,856254,Oil & Gas
17565,Ruiz Group,Hongkong,5267,Private,,Information Technology
17566,Williams PLC,Thailand,3151,Public,14849989,Construction
17567,Kirby Ltd,Hongkong,5840,Public,,Healthcare
17568,Bishop and Sons,Singapore,6219,Public,70259548,Information Technology
17569,Hernandez-Payne,Malaysia,3613,Public,,Oil & Gas
17570,"Bailey, Pierce and Medina",Hongkong,409,Private,496450,Financials
17571,Pearson-Garza,Thailand,215,Private,381175,Information Technology
17572,Kelley Inc,Malaysia,3435,Private,,Oil & Gas
17573,Barry-Hill,Singapore,4376,Private,,Education
